플랫폼,스트리머,방송시간,최고시청자,평균시청자,뷰어십
치지직,양도운,37.6,23,10.454787234042554,393.1
치지직,너구리OwO,41,19,4.773170731707317,195.7
치지직,하루 님,28.1,14,6.935943060498221,194.9
치지직,망쵸,5.1,18,12.137254901960784,61.9
치지직,무박이,27.5,8,1.8109090909090908,49.8
치지직,나루다,9.2,12,4.6521739130434785,42.8
치지직,XINWU,4.7,18,8.085106382978724,38
치지직,삼하나31,11,7,3.2636363636363637,35.9
치지직,김파인애플,5.9,13,5.593220338983051,33
치지직,딱철,5,10,5.44,27.2
치지직,뚜루쿤,5.9,9,4.593220338983051,27.1
치지직,우묘,9,8,2.911111111111111,26.2
치지직,Earth hippo 하마,7.9,7,3.037974683544304,24
치지직,뷰슬1337,4.1,9,5.536585365853658,22.7
치지직,뼈닥,10.4,6,2.1538461538461537,22.4
치지직,GrtF5SL,5.4,7,3.4444444444444446,18.6
치지직,김맥피,1.9,16,8.789473684210526,16.7
치지직,샘소프,2.9,12,5.620689655172414,16.3
치지직,도비두비두밥,1.1,16,14.181818181818182,15.6
치지직,시그 SIG,10.3,5,1.4854368932038835,15.3
치지직,냐아초,7.4,7,1.864864864864865,13.8
치지직,안룡98,2.9,7,4.413793103448276,12.8
치지직,래삥,1,12,8.4,8.4
치지직,사초21,1.2,9,6.25,7.5
치지직,물리몰리,4.1,4,1.7804878048780488,7.3
치지직,Gaaaaaaaaaaaaaaaaaaaaaaaaaaaas,1.6,7,4.25,6.8
치지직,설루니,2.1,6,3.1904761904761907,6.7
치지직,KIoud,2.7,3,1.962962962962963,5.3
치지직,에그머니야,1.3,4,2.076923076923077,2.7
치지직,구희수,1.2,3,1.5833333333333333,1.9
치지직,리틀보이131,0.8,5,2.25,1.8
치지직,명탄,0.8,4,2.25,1.8
치지직,smile10041004,0.9,3,1.7777777777777777,1.6
치지직,윤루브,0.9,3,1.4444444444444444,1.3
치지직,세인테수,1.1,2,1,1.1
치지직,예술개발자 혀니,0.7,1,1,0.7
치지직,플립시드,0.3,2,2,0.6
치지직,링글스프,0.7,2,0.5714285714285714,0.4
